Run ID,Ruleset,Shoe ID,Rounds,Counter Net,Basic Net,Max Bet Opportunities,Max Bets Placed,TC-4 Freq,TC-4 Wins,TC-4 Losses,TC-4 WinRate,TC-3 Freq,TC-3 Wins,TC-3 Losses,TC-3 WinRate,TC-2 Freq,TC-2 Wins,TC-2 Losses,TC-2 WinRate,TC-1 Freq,TC-1 Wins,TC-1 Losses,TC-1 WinRate,TC+0 Freq,TC+0 Wins,TC+0 Losses,TC+0 WinRate,TC+1 Freq,TC+1 Wins,TC+1 Losses,TC+1 WinRate,TC+2 Freq,TC+2 Wins,TC+2 Losses,TC+2 WinRate,TC+3 Freq,TC+3 Wins,TC+3 Losses,TC+3 WinRate,TC+4 Freq,TC+4 Wins,TC+4 Losses,TC+4 WinRate
1,FullHiLoRules,1,13,-70.0,2.0,0,0,0,0,0,,4,0,3,0.0,2,1,0,1.0,3,0,2,0.0,4,1,3,0.25,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,2,13,10.0,6.0,0,0,4,2,1,0.6667,1,0,1,0.0,0,0,0,,2,1,1,0.5,3,3,0,1.0,3,1,2,0.3333,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,3,13,55.0,47.0,0,0,0,0,0,,4,2,1,0.6667,5,3,3,0.5,2,2,0,1.0,1,1,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,4,13,-15.0,-19.0,0,0,1,0,1,0.0,1,0,1,0.0,1,0,1,0.0,1,1,0,1.0,7,2,2,0.5,2,1,1,0.5,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,5,12,-425.0,-31.0,3,3,0,0,0,,0,0,0,,0,0,0,,4,2,2,0.5,4,2,2,0.5,1,0,1,0.0,0,0,0,,0,0,0,,3,0,3,0.0
1,FullHiLoRules,6,12,0.0,3.0,0,0,2,0,2,0.0,2,0,2,0.0,5,4,1,0.8,1,1,0,1.0,2,1,1,0.5,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,7,12,55.0,12.0,0,0,0,0,0,,0,0,0,,0,0,0,,2,2,0,1.0,3,1,1,0.5,6,4,2,0.6667,1,0,1,0.0,0,0,0,,0,0,0,
1,FullHiLoRules,8,13,5.0,43.0,0,0,2,1,0,1.0,2,1,1,0.5,3,1,1,0.5,4,1,3,0.25,2,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,9,13,155.0,29.0,6,6,0,0,0,,0,0,0,,0,0,0,,0,0,0,,2,1,0,1.0,2,1,1,0.5,1,0,1,0.0,2,1,1,0.5,6,4,2,0.6667
1,FullHiLoRules,10,13,-55.0,-30.0,0,0,4,2,2,0.5,2,1,1,0.5,1,0,0,,1,0,1,0.0,3,1,2,0.3333,2,0,2,0.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,11,13,-230.0,-19.0,4,4,0,0,0,,0,0,0,,1,1,0,1.0,4,1,3,0.25,2,1,1,0.5,1,0,1,0.0,1,0,1,0.0,0,0,0,,4,1,2,0.3333
1,FullHiLoRules,12,14,-20.0,9.0,0,0,3,1,2,0.3333,0,0,0,,2,2,0,1.0,2,1,1,0.5,5,3,2,0.6,2,0,1,0.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,13,13,-10.0,17.0,0,0,4,3,1,0.75,1,1,0,1.0,5,1,3,0.25,0,0,0,,3,1,2,0.3333,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,14,13,0.0,15.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,4,2,1,0.6667,7,1,4,0.2,2,1,0,1.0,0,0,0,,0,0,0,
1,FullHiLoRules,15,13,-130.0,-2.0,1,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6,2,5,0.2857,3,1,2,0.3333,3,0,3,0.0,0,0,0,,1,1,0,1.0
1,FullHiLoRules,16,14,25.0,4.0,0,0,0,0,0,,2,0,1,0.0,3,2,1,0.6667,6,2,1,0.6667,2,1,1,0.5,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,
1,FullHiLoRules,17,12,30.0,-8.0,0,0,0,0,0,,3,1,1,0.5,1,1,0,1.0,2,0,2,0.0,6,3,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,18,13,15.0,-12.0,0,0,3,1,1,0.5,0,0,0,,3,0,3,0.0,3,1,0,1.0,4,3,1,0.75,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,19,13,80.0,63.0,0,0,8,5,2,0.7143,1,1,0,1.0,1,1,0,1.0,2,2,0,1.0,1,0,1,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,20,13,-50.0,-8.0,0,0,0,0,0,,0,0,0,,0,0,0,,3,1,2,0.3333,5,3,2,0.6,3,2,0,1.0,1,0,1,0.0,1,0,1,0.0,0,0,0,
1,FullHiLoRules,21,12,-165.0,1.0,2,2,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6,2,2,0.5,1,0,1,0.0,2,0,2,0.0,1,1,0,1.0,2,0,1,0.0
1,FullHiLoRules,22,13,-75.0,-14.0,0,0,0,0,0,,1,0,0,,0,0,0,,1,1,0,1.0,5,1,4,0.2,3,0,3,0.0,3,2,1,0.6667,0,0,0,,0,0,0,
1,FullHiLoRules,23,12,-85.0,1.0,0,0,3,1,1,0.5,2,0,4,0.0,2,2,0,1.0,2,0,1,0.0,3,0,5,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,24,13,-40.0,-22.0,0,0,3,0,1,0.0,2,1,1,0.5,5,2,4,0.3333,1,0,1,0.0,2,1,1,0.5,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,25,13,-40.0,-8.0,0,0,0,0,0,,2,0,2,0.0,8,2,5,0.2857,1,1,0,1.0,1,1,0,1.0,1,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,26,13,-50.0,-26.0,0,0,0,0,0,,0,0,0,,0,0,0,,3,1,2,0.3333,7,4,3,0.5714,3,0,3,0.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,27,14,-10.0,-63.0,0,0,7,1,4,0.2,1,1,0,1.0,4,2,1,0.6667,1,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,28,12,-230.0,-43.0,4,4,0,0,0,,0,0,0,,0,0,0,,2,1,1,0.5,2,1,0,1.0,2,0,1,0.0,0,0,0,,2,0,3,0.0,4,2,2,0.5
1,FullHiLoRules,29,13,-100.0,15.0,3,3,0,0,0,,0,0,0,,0,0,0,,1,0,0,,6,4,2,0.6667,2,1,1,0.5,0,0,0,,1,0,1,0.0,3,1,2,0.3333
1,FullHiLoRules,30,13,-25.0,-19.0,0,0,0,0,0,,0,0,0,,2,0,2,0.0,6,4,2,0.6667,5,0,3,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,31,13,90.0,25.0,0,0,1,1,0,1.0,1,1,0,1.0,4,1,2,0.3333,3,1,1,0.5,1,1,0,1.0,0,0,0,,1,1,0,1.0,2,1,0,1.0,0,0,0,
1,FullHiLoRules,32,13,45.0,-7.0,0,0,0,0,0,,0,0,0,,1,2,1,0.6667,5,4,1,0.8,4,2,2,0.5,3,1,2,0.3333,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,33,13,-250.0,2.0,2,2,0,0,0,,1,0,1,0.0,1,1,0,1.0,2,1,1,0.5,4,2,2,0.5,3,3,0,1.0,0,0,0,,0,0,0,,2,0,3,0.0
1,FullHiLoRules,34,13,100.0,73.0,0,0,3,2,0,1.0,2,2,0,1.0,4,3,1,0.75,2,1,0,1.0,2,2,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,35,13,-110.0,-12.0,1,1,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,4,3,1,0.75,4,1,3,0.25,2,1,1,0.5,1,0,1,0.0,1,0,0,
1,FullHiLoRules,36,13,-150.0,-6.0,1,1,0,0,0,,0,0,0,,0,0,0,,1,0,1,0.0,8,2,5,0.2857,3,1,2,0.3333,0,0,0,,0,0,0,,1,0,1,0.0
1,FullHiLoRules,37,13,0.0,-14.0,0,0,2,2,0,1.0,2,1,0,1.0,1,1,0,1.0,6,2,2,0.5,2,0,2,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,38,13,20.0,23.0,0,0,0,0,0,,0,0,0,,4,2,2,0.5,1,0,1,0.0,6,4,3,0.5714,1,0,1,0.0,1,1,0,1.0,0,0,0,,0,0,0,
1,FullHiLoRules,39,12,25.0,29.0,0,0,0,0,0,,0,0,0,,0,0,0,,6,3,3,0.5,6,4,2,0.6667,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,40,13,5.0,-7.0,0,0,2,1,0,1.0,4,1,2,0.3333,5,1,3,0.25,1,1,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,41,12,150.0,-31.0,0,0,0,0,0,,0,0,0,,2,1,1,0.5,1,0,1,0.0,4,1,3,0.25,2,0,0,,3,3,0,1.0,0,0,0,,0,0,0,
1,FullHiLoRules,42,13,85.0,-21.0,0,0,0,0,0,,0,0,0,,1,0,1,0.0,6,4,2,0.6667,4,1,1,0.5,1,0,1,0.0,0,0,0,,1,1,0,1.0,0,0,0,
1,FullHiLoRules,43,13,60.0,39.0,0,0,5,2,2,0.5,0,0,0,,1,1,1,0.5,2,2,0,1.0,4,3,1,0.75,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,44,13,-5.0,16.0,0,0,2,1,1,0.5,1,1,0,1.0,3,3,0,1.0,2,0,2,0.0,5,1,4,0.2,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,45,13,40.0,22.0,0,0,7,3,3,0.5,1,0,0,,1,1,0,1.0,3,3,0,1.0,1,0,1,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,46,12,-415.0,-18.0,2,2,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,3,1,2,0.3333,2,1,1,0.5,4,0,3,0.0,0,0,0,,2,0,3,0.0
1,FullHiLoRules,47,13,-45.0,-19.0,0,0,0,0,0,,0,0,0,,1,0,1,0.0,1,0,1,0.0,9,3,3,0.5,2,0,1,0.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,48,13,70.0,-37.0,0,0,0,0,0,,0,0,0,,2,1,1,0.5,2,1,1,0.5,5,3,2,0.6,1,0,1,0.0,3,2,0,1.0,0,0,0,,0,0,0,
1,FullHiLoRules,49,13,-10.0,2.0,0,0,1,0,1,0.0,1,0,1,0.0,3,1,1,0.5,2,1,1,0.5,5,3,2,0.6,1,0,1,0.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,50,14,20.0,6.0,0,0,1,1,0,1.0,3,2,1,0.6667,1,0,1,0.0,3,1,1,0.5,5,2,3,0.4,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,51,13,70.0,3.0,0,0,0,0,0,,0,0,0,,0,0,0,,1,0,0,,4,2,1,0.6667,3,2,1,0.6667,4,1,3,0.25,1,1,0,1.0,0,0,0,
1,FullHiLoRules,52,12,10.0,-3.0,0,0,3,2,1,0.6667,0,0,0,,3,2,1,0.6667,2,1,0,1.0,4,2,2,0.5,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,53,13,-110.0,-41.0,6,6,0,0,0,,0,0,0,,0,0,0,,0,0,0,,2,1,0,1.0,3,2,0,1.0,1,0,1,0.0,1,1,0,1.0,6,2,4,0.3333
1,FullHiLoRules,54,13,50.0,46.0,0,0,0,0,0,,1,0,1,0.0,5,4,0,1.0,3,0,3,0.0,3,2,1,0.6667,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,55,13,-45.0,3.0,0,0,8,3,4,0.4286,0,0,0,,2,1,1,0.5,1,0,1,0.0,2,0,1,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,56,13,-40.0,3.0,5,5,0,0,0,,0,0,0,,0,0,0,,2,0,2,0.0,2,1,1,0.5,1,0,1,0.0,2,1,1,0.5,1,0,1,0.0,5,3,2,0.6
1,FullHiLoRules,57,13,40.0,-33.0,0,0,0,0,0,,0,0,0,,1,0,0,,2,2,0,1.0,2,0,2,0.0,2,1,0,1.0,5,2,3,0.4,1,0,0,,0,0,0,
1,FullHiLoRules,58,13,60.0,18.0,0,0,9,6,2,0.75,1,1,0,1.0,0,0,0,,2,0,1,0.0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,59,13,70.0,51.0,0,0,2,0,2,0.0,1,0,0,,1,0,1,0.0,3,3,1,0.75,3,1,2,0.3333,1,1,0,1.0,2,2,0,1.0,0,0,0,,0,0,0,
1,FullHiLoRules,60,12,-110.0,-34.0,3,3,0,0,0,,0,0,0,,0,0,0,,0,0,0,,5,2,3,0.4,2,1,1,0.5,1,0,1,0.0,1,0,1,0.0,3,1,1,0.5
1,FullHiLoRules,61,13,-45.0,-43.0,0,0,5,1,4,0.2,2,0,2,0.0,2,1,0,1.0,1,1,0,1.0,3,1,2,0.3333,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,62,12,-170.0,11.0,1,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,8,4,3,0.5714,2,0,2,0.0,1,0,1,0.0,0,0,0,,1,0,1,0.0
1,FullHiLoRules,63,13,-15.0,13.0,0,0,2,1,1,0.5,0,0,0,,1,0,1,0.0,0,0,0,,3,2,1,0.6667,5,2,3,0.4,2,1,1,0.5,0,0,0,,0,0,0,
1,FullHiLoRules,64,13,-45.0,-16.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,4,0,3,0.0,5,3,2,0.6,2,0,1,0.0,2,1,1,0.5,0,0,0,
1,FullHiLoRules,65,13,-25.0,-13.0,0,0,4,3,0,1.0,2,0,2,0.0,3,0,3,0.0,3,1,2,0.3333,1,2,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,66,12,5.0,25.0,0,0,1,0,1,0.0,1,0,1,0.0,4,2,1,0.6667,2,3,0,1.0,4,2,2,0.5,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,67,13,-20.0,14.0,1,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,2,0,2,0.0,4,2,2,0.5,4,2,2,0.5,2,2,0,1.0,1,0,1,0.0
1,FullHiLoRules,68,13,45.0,15.0,0,0,2,0,1,0.0,2,1,0,1.0,3,2,0,1.0,1,0,0,,4,4,0,1.0,1,0,1,0.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,69,12,35.0,37.0,0,0,3,1,2,0.3333,1,1,0,1.0,2,0,1,0.0,2,1,1,0.5,3,2,1,0.6667,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,
1,FullHiLoRules,70,13,-40.0,-17.0,0,0,1,0,1,0.0,2,0,2,0.0,2,0,2,0.0,3,0,1,0.0,3,0,1,0.0,2,2,0,1.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,71,13,60.0,-3.0,0,0,2,1,1,0.5,1,0,1,0.0,0,0,0,,2,1,1,0.5,5,3,1,0.75,2,1,1,0.5,1,1,0,1.0,0,0,0,,0,0,0,
1,FullHiLoRules,72,13,180.0,7.0,1,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6,4,1,0.8,3,0,1,0.0,3,2,1,0.6667,0,0,0,,1,1,0,1.0
1,FullHiLoRules,73,13,60.0,-4.0,1,1,0,0,0,,1,0,2,0.0,3,1,1,0.5,2,1,1,0.5,5,2,3,0.4,1,1,0,1.0,0,0,0,,0,0,0,,1,1,0,1.0
1,FullHiLoRules,74,12,-50.0,-43.0,0,0,0,0,0,,0,0,0,,0,0,0,,2,0,1,0.0,2,0,2,0.0,5,3,2,0.6,3,1,2,0.3333,0,0,0,,0,0,0,
1,FullHiLoRules,75,13,-40.0,32.0,0,0,7,3,4,0.4286,1,0,1,0.0,1,0,1,0.0,3,2,1,0.6667,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,76,13,-15.0,-31.0,1,1,0,0,0,,0,0,0,,0,0,0,,2,2,0,1.0,8,3,3,0.5,1,0,1,0.0,1,1,0,1.0,0,0,0,,1,0,1,0.0
1,FullHiLoRules,77,13,40.0,20.0,0,0,0,0,0,,2,2,0,1.0,3,1,1,0.5,5,5,0,1.0,3,0,3,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,78,12,55.0,20.0,0,0,0,0,0,,0,0,0,,7,4,3,0.5714,2,1,1,0.5,3,3,2,0.6,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,79,13,-50.0,6.0,0,0,3,0,2,0.0,0,0,0,,3,1,2,0.3333,3,2,0,1.0,3,1,2,0.3333,1,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,80,13,120.0,45.0,3,3,0,0,0,,0,0,0,,0,0,0,,0,0,0,,4,1,2,0.3333,1,1,0,1.0,3,2,1,0.6667,2,2,0,1.0,3,1,2,0.3333
1,FullHiLoRules,81,13,-135.0,-39.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6,2,3,0.4,3,0,3,0.0,4,1,3,0.25,0,0,0,,0,0,0,
1,FullHiLoRules,82,12,-80.0,-25.0,0,0,0,0,0,,0,0,0,,0,0,0,,5,2,2,0.5,2,2,0,1.0,0,0,0,,2,0,2,0.0,3,1,2,0.3333,0,0,0,
1,FullHiLoRules,83,13,5.0,15.0,0,0,0,0,0,,0,0,0,,1,0,0,,2,0,1,0.0,8,5,2,0.7143,0,0,0,,2,1,1,0.5,0,0,0,,0,0,0,
1,FullHiLoRules,84,13,-90.0,-52.0,0,0,0,0,0,,2,0,2,0.0,1,0,1,0.0,2,1,0,1.0,6,0,4,0.0,2,1,1,0.5,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,85,13,-5.0,16.0,1,1,0,0,0,,0,0,0,,0,0,0,,2,0,2,0.0,4,2,2,0.5,0,0,0,,4,3,1,0.75,2,1,1,0.5,1,0,1,0.0
1,FullHiLoRules,86,13,-160.0,18.0,3,3,0,0,0,,0,0,0,,0,0,0,,3,2,1,0.6667,4,3,1,0.75,1,0,1,0.0,1,1,0,1.0,1,0,1,0.0,3,0,2,0.0
1,FullHiLoRules,87,12,100.0,-12.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,3,2,0,1.0,6,3,2,0.6,2,0,1,0.0,1,1,0,1.0,0,0,0,
1,FullHiLoRules,88,13,10.0,13.0,0,0,0,0,0,,0,0,0,,6,3,2,0.6,2,0,2,0.0,5,3,1,0.75,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,89,13,10.0,-13.0,0,0,0,0,0,,3,0,2,0.0,2,1,1,0.5,2,0,2,0.0,1,0,1,0.0,4,3,1,0.75,1,1,0,1.0,0,0,0,,0,0,0,
1,FullHiLoRules,90,13,310.0,-3.0,4,4,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,3,0,2,0.0,2,1,1,0.5,3,2,1,0.6667,4,3,1,0.75
1,FullHiLoRules,91,13,-80.0,-17.0,1,1,0,0,0,,0,0,0,,0,0,0,,5,1,3,0.25,6,4,1,0.8,0,0,0,,1,1,0,1.0,0,0,0,,1,0,2,0.0
1,FullHiLoRules,92,13,20.0,4.0,0,0,3,2,1,0.6667,1,0,1,0.0,3,2,0,1.0,5,3,2,0.6,1,0,1,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,93,13,70.0,-4.0,0,0,3,1,0,1.0,1,1,0,1.0,2,1,0,1.0,2,1,1,0.5,5,3,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,94,13,-115.0,-3.0,3,3,0,0,0,,0,0,0,,0,0,0,,0,0,0,,7,2,3,0.4,0,0,0,,2,2,0,1.0,1,1,0,1.0,3,0,3,0.0
1,FullHiLoRules,95,13,-30.0,7.0,0,0,1,1,0,1.0,4,0,4,0.0,2,2,0,1.0,3,1,1,0.5,2,1,1,0.5,0,0,0,,1,0,1,0.0,0,0,0,,0,0,0,
1,FullHiLoRules,96,12,-30.0,19.0,2,2,0,0,0,,0,0,0,,0,0,0,,0,0,0,,3,2,1,0.6667,3,0,3,0.0,3,1,2,0.3333,1,0,1,0.0,2,1,0,1.0
1,FullHiLoRules,97,13,-70.0,-43.0,0,0,0,0,0,,2,0,0,,3,0,2,0.0,3,0,3,0.0,5,1,3,0.25,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,98,13,20.0,-12.0,0,0,0,0,0,,0,0,0,,2,1,1,0.5,6,1,4,0.2,4,3,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,99,13,-50.0,20.0,0,0,3,2,1,0.6667,3,0,2,0.0,2,1,1,0.5,1,0,1,0.0,4,1,3,0.25,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,100,13,-40.0,-5.0,0,0,1,0,1,0.0,2,1,0,1.0,1,0,0,,1,1,0,1.0,6,1,4,0.2,2,0,1,0.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,101,13,50.0,24.0,1,1,1,1,0,1.0,1,0,1,0.0,0,0,0,,0,0,0,,8,3,4,0.4286,2,2,0,1.0,0,0,0,,0,0,0,,1,0,0,
1,FullHiLoRules,102,13,-35.0,-30.0,0,0,2,1,1,0.5,1,1,0,1.0,1,1,0,1.0,5,0,5,0.0,3,0,2,0.0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,103,13,30.0,18.0,0,0,0,0,0,,0,0,0,,3,1,0,1.0,4,3,2,0.6,6,3,2,0.6,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,104,13,20.0,17.0,1,1,0,0,0,,0,0,0,,3,3,0,1.0,3,2,1,0.6667,4,2,2,0.5,1,1,0,1.0,1,0,0,,0,0,0,,1,0,0,
1,FullHiLoRules,105,13,20.0,24.0,0,0,1,0,1,0.0,2,2,0,1.0,1,1,0,1.0,3,0,3,0.0,3,2,1,0.6667,3,1,1,0.5,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,106,13,10.0,2.0,0,0,2,1,1,0.5,4,3,1,0.75,2,0,2,0.0,1,0,1,0.0,4,3,1,0.75,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,107,13,35.0,24.0,0,0,3,2,0,1.0,0,0,0,,1,0,0,,1,0,1,0.0,4,2,1,0.6667,4,1,1,0.5,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,108,13,15.0,6.0,0,0,2,1,0,1.0,2,0,0,,3,2,1,0.6667,2,1,2,0.3333,4,2,2,0.5,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,109,12,330.0,42.0,2,2,0,0,0,,0,0,0,,0,0,0,,0,0,0,,5,3,2,0.6,4,4,0,1.0,0,0,0,,1,1,0,1.0,2,2,0,1.0
1,FullHiLoRules,110,12,-10.0,-18.0,0,0,0,0,0,,0,0,0,,0,0,0,,3,1,1,0.5,8,4,4,0.5,0,0,0,,1,0,1,0.0,0,0,0,,0,0,0,
1,FullHiLoRules,111,13,20.0,28.0,0,0,0,0,0,,1,0,1,0.0,3,3,0,1.0,2,1,1,0.5,7,3,4,0.4286,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,112,13,-80.0,30.0,0,0,0,0,0,,1,1,0,1.0,2,0,2,0.0,4,3,1,0.75,1,1,0,1.0,1,0,0,,3,1,2,0.3333,1,0,1,0.0,0,0,0,
1,FullHiLoRules,113,13,-10.0,13.0,0,0,3,2,1,0.6667,2,2,0,1.0,4,1,5,0.1667,3,2,2,0.5,1,0,1,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,114,13,0.0,-21.0,0,0,2,0,3,0.0,5,3,1,0.75,2,1,0,1.0,2,0,0,,2,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,115,13,-5.0,-17.0,0,0,4,1,4,0.2,4,3,1,0.75,1,0,0,,1,0,0,,3,2,1,0.6667,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,116,13,-25.0,-6.0,0,0,2,1,1,0.5,5,3,2,0.6,4,2,2,0.5,0,0,0,,1,0,0,,0,0,0,,1,0,1,0.0,0,0,0,,0,0,0,
1,FullHiLoRules,117,13,25.0,29.0,0,0,0,0,0,,0,0,0,,3,2,0,1.0,4,1,1,0.5,6,3,2,0.6,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,118,13,-40.0,-20.0,0,0,1,0,1,0.0,3,0,3,0.0,1,0,1,0.0,5,2,3,0.4,3,2,1,0.6667,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,119,13,0.0,19.0,0,0,0,0,0,,1,0,0,,6,3,3,0.5,3,2,1,0.6667,3,1,1,0.5,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,120,13,-20.0,-8.0,0,0,1,0,1,0.0,0,0,0,,5,1,4,0.2,3,2,1,0.6667,3,3,0,1.0,1,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,121,13,0.0,-22.0,0,0,1,1,0,1.0,2,2,0,1.0,2,2,0,1.0,5,2,3,0.4,2,0,1,0.0,0,0,0,,1,0,1,0.0,0,0,0,,0,0,0,
1,FullHiLoRules,122,12,-25.0,1.0,0,0,4,2,2,0.5,2,1,1,0.5,1,1,0,1.0,2,0,1,0.0,3,1,2,0.3333,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,123,13,70.0,57.0,0,0,5,4,0,1.0,1,1,0,1.0,2,2,0,1.0,1,1,0,1.0,4,0,3,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,124,13,30.0,7.0,0,0,3,1,2,0.3333,0,0,0,,4,4,0,1.0,2,1,0,1.0,3,1,2,0.3333,0,0,0,,1,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,125,13,-5.0,57.0,0,0,2,1,0,1.0,2,1,0,1.0,4,2,1,0.6667,1,0,1,0.0,3,1,2,0.3333,1,0,1,0.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,126,13,30.0,9.0,0,0,0,0,0,,1,1,0,1.0,1,1,0,1.0,2,1,0,1.0,8,4,3,0.5714,1,0,0,,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,127,14,45.0,-4.0,0,0,1,1,0,1.0,1,0,1,0.0,0,0,0,,7,5,1,0.8333,4,2,2,0.5,1,0,1,0.0,0,0,0,,0,0,0,,0,0,0,
1,FullHiLoRules,128,13,-30.0,-14.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,4,1,3,0.25,6,2,4,0.3333,3,2,1,0.6667,0,0,0,,0,0,0,
1,FullHiLoRules,129,13,-25.0,-9.0,0,0,2,0,1,0.0,2,2,0,1.0,2,0,1,0.0,3,2,0,1.0,4,0,4,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
